gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Female,1,Yes,Yes,34.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,2.0,4,1,34.0,4,2718.3,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No,5.0,5,0,68.0,5,5711.05,5,4,5,545,Champions,Medium-High Risk,30
Female,0,No,Yes,50.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,4.0,6,0,50.0,6,3478.15,5,4,4,544,Champions,Low Risk,20
Female,1,No,No,1.0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,0.0,2,1,1.0,2,36.45,1,2,1,121,At-Risk Newbies,Medium-High Risk,70
Female,1,No,No,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No,3.0,7,0,41.0,7,4133.95,5,5,4,554,Champions,Medium-High Risk,50
Male,1,Yes,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No,2.0,6,0,30.0,6,2917.65,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,1.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,0.0,4,0,1.0,4,54.3,1,3,1,131,Average Customers,Medium-High Risk,60
Male,1,Yes,Yes,29.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No,2.0,6,0,29.0,6,2964.8,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,Yes,23.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,1.0,9,0,23.0,9,2198.3,4,5,4,454,Champions,Low Risk,20
Male,0,No,Yes,60.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.95,1189.9,No,5.0,1,0,60.0,1,1189.9,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.45,1914.5,No,6.0,2,0,72.0,2,1914.5,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,No,Yes,22.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,1.0,5,1,22.0,5,2001.5,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,No,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No,6.0,7,0,72.0,7,5336.35,5,5,5,555,Champions,Low Risk,20
Female,1,No,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,5.0,7,0,66.0,7,7238.6,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No,6.0,8,0,72.0,8,7998.8,5,5,5,555,Champions,Medium-High Risk,30
Female,1,Yes,No,47.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,3.0,4,1,47.0,4,3825.85,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,No,No,51.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,4.0,8,0,51.0,8,5703.25,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,No,5.0,7,0,70.0,7,7397.0,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,9.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.9,164.6,No,0.0,1,0,9.0,1,164.6,3,1,1,311,Average Customers,Medium-High Risk,50
Male,0,Yes,Yes,59.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,4.0,8,0,59.0,8,6555.2,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,Yes,3.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,0.0,5,0,3.0,5,225.65,1,4,1,141,Average Customers,High Risk,80
Male,1,Yes,No,38.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No,3.0,1,0,38.0,1,955.75,5,1,3,513,Lost Customers,Medium-High Risk,30
Female,0,No,No,37.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,3.0,6,0,37.0,6,3382.3,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,37.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,3.0,6,0,37.0,6,2313.8,5,4,4,544,Champions,Low Risk,0
Female,1,Yes,No,24.0,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,2.0,3,1,24.0,3,933.3,4,2,2,422,Lost Customers,Medium Risk,20
Female,0,Yes,Yes,14.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,1.0,5,0,14.0,5,780.85,4,4,2,442,Average Customers,Low Risk,20
Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,6.0,8,0,72.0,8,7852.4,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,No,53.0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,4.0,6,1,53.0,6,3184.25,5,4,4,544,Champions,Medium-High Risk,0
Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,0.0,4,1,8.0,4,764.95,3,3,2,332,Average Customers,High Risk,90
Male,0,Yes,Yes,72.0,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,6.0,4,0,72.0,4,2763.0,5,3,4,534,Loyal Customers,Low Risk,0
Female,1,Yes,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,1.0,5,0,17.0,5,1614.7,4,4,3,443,Loyal Customers,Medium-High Risk,50
Female,0,Yes,Yes,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,0.0,3,1,2.0,3,145.4,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,Yes,No,8.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,0.0,1,1,8.0,1,156.25,3,1,1,311,Average Customers,Medium Risk,70
Female,0,Yes,No,48.0,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,4.0,3,1,48.0,3,1604.5,5,2,3,523,Lost Customers,Low Risk,0
Female,0,No,No,10.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.5,270.15,No,0.0,2,0,10.0,2,270.15,3,2,2,322,Average Customers,Medium Risk,70
Male,0,Yes,Yes,0.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.7,1397.475,No,0.0,1,0,0.0,1,1397.475,1,1,3,113,At-Risk Newbies,Medium Risk,50
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.6,20.6,No,0.0,1,0,1.0,1,20.6,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,29.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,2.0,5,0,29.0,5,1734.5,5,4,3,543,Loyal Customers,Low Risk,0
Female,1,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,5.0,7,0,65.0,7,7047.5,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,8.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,0.0,6,0,8.0,6,573.15,3,4,2,342,Average Customers,Low Risk,60
Male,0,Yes,No,61.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1538.6,No,5.0,2,0,61.0,2,1538.6,5,2,3,523,Lost Customers,Medium Risk,10
Female,1,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,3.0,6,0,45.0,6,4459.8,5,4,4,544,Champions,Medium-High Risk,30
Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,6.0,7,0,72.0,7,7459.0,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,12.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.15,306.05,No,1.0,1,0,12.0,1,306.05,3,1,2,312,Average Customers,Medium-High Risk,30
Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,0.0,5,0,7.0,5,639.7,3,4,2,342,Average Customers,High Risk,90
Male,0,No,No,9.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,0.0,2,0,9.0,2,348.15,3,2,2,322,Average Customers,Medium Risk,70
Female,1,Yes,No,43.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,3.0,7,1,43.0,7,4533.9,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,4.0,6,0,58.0,6,5563.65,5,4,5,545,Champions,Medium-High Risk,30
Male,1,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,1.0,6,1,16.0,6,1587.55,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,40.25,No,0.0,1,0,2.0,1,40.25,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,8.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,0.0,6,1,8.0,6,842.9,3,4,2,342,Average Customers,High Risk,90
Female,0,Yes,No,40.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,3.0,7,0,40.0,7,4228.55,5,5,4,554,Champions,Medium-High Risk,30
Male,0,No,No,9.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,0.0,4,0,9.0,4,784.45,3,3,2,332,Average Customers,High Risk,90
Male,0,No,No,41.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,3.0,5,0,41.0,5,3729.75,5,4,4,544,Champions,Medium-High Risk,30
Female,0,No,No,26.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,2.0,4,0,26.0,4,1406.9,5,3,3,533,Loyal Customers,Low Risk,20
Female,0,Yes,No,33.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,2.0,4,0,33.0,4,1857.3,5,3,3,533,Loyal Customers,Low Risk,0
Male,0,Yes,Yes,68.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,5.0,7,0,68.0,7,7322.5,5,5,5,555,Champions,Medium-High Risk,30
Female,1,Yes,No,65.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,5.0,7,0,65.0,7,6725.5,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,55.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,4.0,5,0,55.0,5,3627.3,5,4,4,544,Champions,Medium-High Risk,0
Male,0,No,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,1.0,5,1,20.0,5,1761.45,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,No,No,19.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,1.0,4,0,19.0,4,1725.95,4,3,3,433,Loyal Customers,Medium-High Risk,30
Female,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,3.0,5,0,45.0,5,4192.15,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,Yes,70.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.15,1411.2,No,5.0,1,0,70.0,1,1411.2,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,0.0,3,1,2.0,3,164.5,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,27.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,2.0,5,1,27.0,5,2724.6,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,No,12.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,20.05,264.55,No,1.0,1,0,12.0,1,264.55,3,1,1,311,Average Customers,Medium-High Risk,10
Male,0,No,Yes,72.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,6.0,7,0,72.0,7,4671.7,5,5,5,555,Champions,Low Risk,0
Male,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,1.0,5,0,12.0,5,1173.55,3,4,3,343,Loyal Customers,Medium-High Risk,50
Female,1,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,0.0,2,1,5.0,2,318.5,2,2,2,222,At-Risk Newbies,Medium-High Risk,80
Male,1,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,5.0,8,0,71.0,8,7713.55,5,5,5,555,Champions,Medium-High Risk,50
Male,1,No,No,35.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,2.0,6,0,35.0,6,2471.25,5,4,4,544,Champions,Medium-High Risk,20
Male,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,5.0,9,0,70.0,9,7842.3,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,31.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,2.0,3,0,31.0,3,2227.8,5,2,4,524,High Spenders,Medium-High Risk,50
Male,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,4.0,6,1,52.0,6,4990.25,5,4,5,545,Champions,Medium-High Risk,30
Male,1,No,No,37.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,3.0,6,1,37.0,6,3744.05,5,4,4,544,Champions,Medium-High Risk,50
Male,0,No,No,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,5.0,7,1,69.0,7,7220.35,5,5,5,555,Champions,Medium-High Risk,30
Male,1,Yes,No,30.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,2.0,3,0,30.0,3,2351.45,5,2,4,524,High Spenders,Medium-High Risk,50
Female,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,2.0,5,0,33.0,5,2989.6,5,4,4,544,Champions,Medium-High Risk,50
Male,1,Yes,No,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,4.0,8,0,54.0,8,6077.75,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,59.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,4.0,6,0,59.0,6,4070.95,5,4,4,544,Champions,Low Risk,0
Male,1,No,No,55.0,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,4.0,4,0,55.0,4,2479.05,5,3,4,534,Loyal Customers,Medium-High Risk,20
Male,1,Yes,No,69.0,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,5.0,2,0,69.0,2,2134.3,5,2,4,524,High Spenders,Medium Risk,10
Female,0,No,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,5.0,5,0,66.0,5,6000.1,5,4,5,545,Champions,Medium-High Risk,30
Male,0,Yes,Yes,37.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,3.0,5,0,37.0,5,2203.1,5,4,4,544,Champions,Low Risk,0
Male,1,Yes,No,9.0,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.85,183.15,No,0.0,1,0,9.0,1,183.15,3,1,1,311,Average Customers,Medium Risk,50
Male,0,Yes,Yes,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,5.0,8,0,69.0,8,6194.1,5,5,5,555,Champions,Low Risk,20
Male,0,No,No,10.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,0.0,4,0,10.0,4,638.95,3,3,2,332,Average Customers,Low Risk,60
Male,0,No,Yes,40.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,3.0,4,1,40.0,4,2139.2,5,3,4,534,Loyal Customers,Low Risk,20
Male,0,No,Yes,13.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,1.0,4,0,13.0,4,831.75,4,3,2,432,Average Customers,Low Risk,20
Female,0,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,0.0,5,1,6.0,5,521.3,2,4,2,242,Average Customers,High Risk,90
Female,0,Yes,Yes,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,1337.5,No,5.0,1,0,69.0,1,1337.5,5,1,3,513,Lost Customers,Medium Risk,10
Female,1,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,5.0,8,0,66.0,8,7181.95,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,11.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,0.0,4,1,11.0,4,608.0,3,3,2,332,Average Customers,Medium-High Risk,60
Male,0,Yes,Yes,46.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,3.0,5,0,46.0,5,2560.1,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,0.0,4,1,6.0,4,577.6,2,3,2,232,Average Customers,High Risk,90
Female,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,4.0,8,0,56.0,8,5953.0,5,5,5,555,Champions,Medium-High Risk,50
Male,0,Yes,Yes,70.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.15,1790.15,No,5.0,2,0,70.0,2,1790.15,5,2,3,523,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,33.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,2.0,7,0,33.0,7,2531.4,5,5,4,554,Champions,Medium-High Risk,20
Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,6.0,6,0,72.0,6,4760.3,5,4,5,545,Champions,Low Risk,0
Female,0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,0.0,5,1,3.0,5,292.85,1,4,2,142,Average Customers,High Risk,90
Female,0,No,Yes,19.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,1.0,3,0,19.0,3,953.65,4,2,3,423,Lost Customers,Low Risk,20
Female,1,No,No,5.0,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,0.0,3,1,5.0,3,198.0,2,2,1,221,At-Risk Newbies,Medium-High Risk,60
Female,0,Yes,No,71.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,5.0,7,0,71.0,7,5705.05,5,5,5,555,Champions,Low Risk,20
Male,0,Yes,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,0.0,3,1,8.0,3,609.9,3,2,2,322,Average Customers,High Risk,90
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0.0,1,0,1.0,1,20.55,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,0.0,3,1,1.0,3,79.65,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,5.0,9,0,61.0,9,6993.65,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,Yes,71.0,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,5.0,6,0,71.0,6,4122.65,5,4,4,544,Champions,Low Risk,0
Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,5.0,5,0,68.0,5,5762.95,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,46.0,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,3.0,3,0,46.0,3,1537.85,5,2,3,523,Lost Customers,Low Risk,0
Male,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,2.0,4,0,33.0,4,2603.3,5,3,4,534,Loyal Customers,Medium-High Risk,30
Female,0,Yes,Yes,53.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,4.0,8,0,53.0,8,5566.4,5,5,5,555,Champions,Medium-High Risk,30
Female,1,Yes,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,4.0,8,0,50.0,8,5431.9,5,5,5,555,Champions,Medium-High Risk,50
Female,0,No,No,57.0,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,4.0,4,0,57.0,4,2258.25,5,3,4,534,Loyal Customers,Low Risk,0
Female,0,Yes,Yes,54.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,4.0,1,0,54.0,1,1092.35,5,1,3,513,Lost Customers,Medium Risk,10
Female,1,Yes,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,5.0,7,0,60.0,7,6401.25,5,5,5,555,Champions,Medium-High Risk,50
Female,1,Yes,No,28.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,2.0,6,1,28.0,6,2812.2,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,0.0,3,1,1.0,3,80.05,1,2,1,121,At-Risk Newbies,High Risk,90
Male,0,Yes,Yes,29.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,2.0,5,1,29.0,5,2698.35,5,4,4,544,Champions,Medium-High Risk,50
Female,0,Yes,Yes,10.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0.0,5,0,10.0,5,616.9,3,4,2,342,Average Customers,Medium-High Risk,60
Male,0,No,Yes,43.0,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,3.0,4,0,43.0,4,1912.85,5,3,3,533,Loyal Customers,Medium-High Risk,20
